0,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
64,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
88,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
91,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
92,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
59,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
59,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
59,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
59,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
59,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
59,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
62,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
62,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
62,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
62,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
62,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
62,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
65,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
65,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
65,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
65,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
65,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
65,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
68,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
68,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
68,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
68,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
68,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
68,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
71,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
71,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
71,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
71,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
71,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
71,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
74,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
74,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
74,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
74,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
74,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
74,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
77,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
77,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
77,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
77,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
77,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
77,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
80,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
80,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
80,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
80,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
80,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
80,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
83,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
83,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
83,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
83,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
83,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
83,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
86,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
86,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
86,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
86,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
86,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
86,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
89,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
89,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
89,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
89,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
89,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
89,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
92,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
92,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
92,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
92,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
92,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
92,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
95,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
95,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
95,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
95,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
95,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
95,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
98,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
98,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
98,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
98,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
98,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
98,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
101,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
101,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
101,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
101,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
101,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
101,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
104,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
104,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
104,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
104,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
104,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
104,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
107,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests#test2947660,FAIL
